stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Usuario\Source\Repos\Vanessa-webusr\JogoEmpilha\Release\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.07292] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07303] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07313] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07324] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07334] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07345] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07354] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07366] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07375] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07384] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07392] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07406] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07420] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07435] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07450] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07464] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07493] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07512] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07530] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07549] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07561] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07577] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07589] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07602] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07613] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07625] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07635] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07646] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07656] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07667] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07677] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07688] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07699] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07719] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07729] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07740] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07750] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07761] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07771] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07782] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07792] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07801] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07810] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07819] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07828] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07837] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07845] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07854] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07865] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07876] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07885] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07896] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07908] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07918] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07927] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07936] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07944] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07953] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07961] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07972] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07982] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07993] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08002] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08017] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08026] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08035] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08043] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08052] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08061] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08069] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08077] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08086] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08101] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08110] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08120] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08136] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08145] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08155] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08164] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08173] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08182] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08192] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.08211] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.08381] Chose a display format: 23
d3d      D         d3d_disp.cpp:1402 d3d_display_thread_proc          [   0.08464] going to call _al_win_create_faux_fullscreen_window
d3d      D         d3d_disp.cpp:1420 d3d_display_thread_proc          [   0.10914] Called _al_win_create_faux_fullscreen_window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.10935] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.24700] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.24724] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.24740] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.24775] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.24841] Returning d3d_display: 002BF258
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.24857] al_display=002BF258
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.24871] al_display->vt=002BF178
system   D            wsystem.c:819  maybe_parent_dir                 [   0.24899] Also searching C:\Users\Usuario\Source\Repos\Vanessa-webusr\JogoEmpilha\
system   D            wsystem.c:874  _al_win_safe_load_library        [   0.24932] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:780  load_library_at_path             [   0.24943] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:783  load_library_at_path             [   0.25509] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.25532] Module "d3dx9_43.dll" loaded.
audio-dsound I           dsound.cpp:271  _dsound_open                     [   0.25553] Starting DirectSound...
audio-dsound D           dsound.cpp:280  _dsound_open                     [   0.42786] DirectSoundCreate8 succeeded
audio-dsound I           dsound.cpp:73   get_window                       [   0.42807] Using desktop window: 00010010
audio    I              audio.c:347  do_install_audio                 [   0.42836] Using DirectSound driver
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   0.42854] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   0.42864] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.42877] added dtor for voice 05547060, func 001714E2
dtor     D               dtor.c:196  _al_register_destructor          [   0.42888] added dtor for mixer 05574CD8, func 00171514
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.42898] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.42907] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.43056] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.43082] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.43158] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.43174] added dtor for sample_instance 05574548, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.43187] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43197] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43206] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.43216] added dtor for sample_instance 0558D0F8, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.43226] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43257] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43268] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.43278] added dtor for sample_instance 0558D208, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.43288] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43300] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43308] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.43316] added dtor for sample_instance 0557EDA8, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.43325] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43334] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43344] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.43355] added dtor for sample_instance 0557EEB8, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.43366] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43374] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43382] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.43391] added dtor for sample_instance 055A5AE8, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.43402] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43412] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43425] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.43437] added dtor for sample_instance 055A5BF8, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.43448] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43457] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43466] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.43476] added dtor for sample_instance 055A5D08, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.43485] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43493] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43501] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.43509] added dtor for sample_instance 055A5E18, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.43534] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43544] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43556] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.43566] added dtor for sample_instance 055AF2A8, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.43576] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43589] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43598] 
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.43616] opening SuperMario256.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.43677] Font SuperMario256.ttf loaded with pixel size 0 x 60.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.43690]     ascent=45.0, descent=-15.0, height=60.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.43702] added dtor for ttf_font 05544558, func 0F50100F
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   0.43714] Loading sample trilha_menu.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.43725] opening trilha_menu.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.43837] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.43851] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.43863] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.43877] total_samples 2413440
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   0.43887] total_size 9653760
dtor     D               dtor.c:196  _al_register_destructor          [   0.77167] added dtor for sample 05552530, func 0017109B
dtor     D               dtor.c:196  _al_register_destructor          [   0.77191] added dtor for sample_instance 055B15E0, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.77211] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.77223]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.77234]  0.000000 0.707107
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   0.77248] Loading sample trilha_sonora.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.77258] opening trilha_sonora.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.77407] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.77439] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.77459] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.77469] total_samples 6725376
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   0.77481] total_size 26901504
dtor     D               dtor.c:196  _al_register_destructor          [   1.42819] added dtor for sample 05552578, func 0017109B
dtor     D               dtor.c:196  _al_register_destructor          [   1.42851] added dtor for sample_instance 0554A700, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.42863] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.42874]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.42884]  0.000000 0.707107
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   1.42893] Loading sample trilha_gameover.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.42903] opening trilha_gameover.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.43013] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.43034] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.43044] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.43053] total_samples 73500
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   1.43063] total_size 294000
dtor     D               dtor.c:196  _al_register_destructor          [   1.43714] added dtor for sample 05552698, func 0017109B
dtor     D               dtor.c:196  _al_register_destructor          [   1.43741] added dtor for sample_instance 0554A818, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.43754] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.43765]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.43775]  0.000000 0.707107
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   1.43784] Loading sample trilha_empilha.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.43794] opening trilha_empilha.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.43880] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.43897] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.43909] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.43920] total_samples 45643
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   1.43932] total_size 182572
dtor     D               dtor.c:196  _al_register_destructor          [   1.44302] added dtor for sample 05552800, func 0017109B
dtor     D               dtor.c:196  _al_register_destructor          [   1.44328] added dtor for sample_instance 0554AA48, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.44340] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.44350]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.44362]  0.000000 0.707107
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   1.44372] Loading sample trilha_vitoria.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.44382] opening trilha_vitoria.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.44487] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.44503] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.44513] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.44523] total_samples 111436
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   1.44532] total_size 445744
dtor     D               dtor.c:196  _al_register_destructor          [   1.45519] added dtor for sample 055527B8, func 0017109B
dtor     D               dtor.c:196  _al_register_destructor          [   1.45545] added dtor for sample_instance 0554AB60, func 001711F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.45558] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.45569]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.45580]  0.000000 0.707107
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.45591] opening fundo_neve_caminhao.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.45630] opening fundo_neve_caminhao.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45665] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45677] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45689] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45699] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45709] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45719] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45729] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45738] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45748] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.45757] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.45768] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.45777] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.45787] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.46054] added dtor for bitmap 055C9038, func 0F7017D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.53210] opening pinguim_sprite_v2.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.53281] opening pinguim_sprite_v2.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.53316] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.53328] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.53338] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.53347] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.53355] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.53364] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.53374] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.53384] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.53393] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.53401] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.53411] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.53420] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.53430] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.54536] added dtor for bitmap 055C9388, func 0F7017D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.58346] opening coffee_sprite_v1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.58415] opening coffee_sprite_v1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.58446] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.58459] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.58468] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.58477] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.58487] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.58498] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.58507] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.58516] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.58525] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.58535] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.58544] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.58556] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.58573] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.59174] added dtor for bitmap 055C9530, func 0F7017D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.59492] opening anvil_v1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.59545] opening anvil_v1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.59579] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.59592] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.59603] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.59614] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.59624] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.59634] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.59644] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.59654] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.59664] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.59682] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.59691] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.59701] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.59710] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.59781] added dtor for bitmap 055C91E0, func 0F7017D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.59884] opening vaso_v2.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.59924] opening vaso_v2.png rb
